Sport,Start Time,Weekofsy,Level,Key,Game Type,State Code,Away School,Home School,New Subs,Distance Between Schools,hour,day_of_week,month,year,day_of_year,is_friday,is_weekend,is_evening,is_primetime,home_school_hist_avg,away_school_hist_avg,matchup,is_repeat_matchup,State_Group
Football,8/29/2025 20:30,4,Varsity,gam4521e652aa,regular season,IL,aurora-east-high-school-aurora-il,maine-east-high-school-park-ridge-il,1,30.35179961,20,4,8,2025,241,1,0,1,1,2.5,2.5,maine-east-high-school-park-ridge-il_vs_aurora-east-high-school-aurora-il,1,IL
Football,8/29/2025 20:30,4,Varsity,gam823dc89d26,regular season,IL,north-chicago-high-school-chicago-il,zionbenton-high-school-zion-il,9,8.881608963,20,4,8,2025,241,1,0,1,1,6.181818182,2.75,zionbenton-high-school-zion-il_vs_north-chicago-high-school-chicago-il,0,IL
Football,8/29/2025 20:30,4,Varsity,gam961a6424ba,regular season,TX,brookesmith-school-brookesmith-tx,mullin-high-school-mullin-tx,1,26.425854,20,4,8,2025,241,1,0,1,1,1.727272727,1.333333333,mullin-high-school-mullin-tx_vs_brookesmith-school-brookesmith-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,gam47d4254b63,regular season,TX,kaufman-high-school-kaufman-tx,rusk-high-school-rusk-tx,13,87.4469099,20,4,8,2025,241,1,0,1,1,6.625,2,rusk-high-school-rusk-tx_vs_kaufman-high-school-kaufman-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gam694526255a,regular season,TX,henderson-high-school-henderson-tx,athens-high-school-athens-tx,14,59.91649139,20,4,8,2025,241,1,0,1,1,7.909090909,8.333333333,athens-high-school-athens-tx_vs_henderson-high-school-henderson-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gam8993336b00,regular season,TX,woodsboro-woodsboro-tx,bloomington-high-school-bloomington-tx,4,43.03209751,20,4,8,2025,241,1,0,1,1,3.777777778,3,bloomington-high-school-bloomington-tx_vs_woodsboro-woodsboro-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,gam50575e5ce4,regular season,IL,mahometseymour-high-school-mahomet-il,morton-high-school-morton-morton-il,38,61.73724052,20,4,8,2025,241,1,0,1,1,21.2,18.16666667,morton-high-school-morton-morton-il_vs_mahometseymour-high-school-mahomet-il,1,IL
Football,8/29/2025 20:30,4,Varsity,gam2c18ae6414,regular season,TX,whitehouse-high-school-whitehouse-tx,woodrow-wilson-dallas-tx,5,97.89766642,20,4,8,2025,241,1,0,1,1,6.6,9.5,woodrow-wilson-dallas-tx_vs_whitehouse-high-school-whitehouse-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gamdf4afe77fc,regular season,TX,w-w-samuell-high-school-dallas-tx,molina-high-school-dallas-tx,1,14.14656339,20,4,8,2025,241,1,0,1,1,2.375,1.666666667,molina-high-school-dallas-tx_vs_w-w-samuell-high-school-dallas-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gamff2e1ebc83,regular season,IL,lincolnway-east-high-school-frankfort-il,maine-south-high-school-park-ridge-il,112,33.73369273,20,4,8,2025,241,1,0,1,1,11.25,17.66666667,maine-south-high-school-park-ridge-il_vs_lincolnway-east-high-school-frankfort-il,0,IL
Football,8/29/2025 20:30,4,Varsity,gam99f4a3c45a,regular season,TX,silsbee-high-school-silsbee-tx,vidor-high-school-vidor-tx,39,17.75064077,20,4,8,2025,241,1,0,1,1,8,23.21428571,vidor-high-school-vidor-tx_vs_silsbee-high-school-silsbee-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,game943369145,regular season,TX,three-rivers-high-school-three-rivers-tx,falls-city-high-school-falls-city-tx,12,37.39238807,20,4,8,2025,241,1,0,1,1,9.727272727,8.5,falls-city-high-school-falls-city-tx_vs_three-rivers-high-school-three-rivers-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,gamc2522c8e9d,regular season,TX,hillcrest-high-school-dallas-tx,w-t-white-high-school-dallas-tx,9,3.503934077,20,4,8,2025,241,1,0,1,1,,5.4,w-t-white-high-school-dallas-tx_vs_hillcrest-high-school-dallas-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gamdbf180bea7,regular season,TX,shiner-high-school-shiner-tx,hallettsville-high-school-hallettsville-tx,34,15.12859371,20,4,8,2025,241,1,0,1,1,10,13.8,hallettsville-high-school-hallettsville-tx_vs_shiner-high-school-shiner-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,game004966d98,regular season,TX,regents-school-of-austin-austin-tx,lorena-high-school-lorena-tx,4,86.58215384,20,4,8,2025,241,1,0,1,1,19.23076923,37.33333333,lorena-high-school-lorena-tx_vs_regents-school-of-austin-austin-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,gam130d0c33b9,regular season,CO,valor-christian-high-school-highlands-ranch-co,regis-jesuit-high-school-aurora-co,30,8.787797437,20,4,8,2025,241,1,0,1,1,18.84210526,20,regis-jesuit-high-school-aurora-co_vs_valor-christian-high-school-highlands-ranch-co,0,CO
Football,8/29/2025 20:30,4,Varsity,gam726d6a1b70,regular season,IL,bolingbrook-high-school-bolingbrook-il,homewoodflossmoor-high-school-flossmoor-il,35,22.74785335,20,4,8,2025,241,1,0,1,1,8.916666667,12.125,homewoodflossmoor-high-school-flossmoor-il_vs_bolingbrook-high-school-bolingbrook-il,1,IL
Football,8/29/2025 20:30,4,Varsity,gam0e0772f3f4,regular season,TX,godley-high-school-godley-tx,alvarado-high-school-alvarado-tx,10,20.4770382,20,4,8,2025,241,1,0,1,1,8.666666667,6,alvarado-high-school-alvarado-tx_vs_godley-high-school-godley-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gamccfae4ef82,regular season,TX,galena-park-north-shore-high-school-houston-tx,south-oak-cliff-high-school-dallas-tx,274,221.8837859,20,4,8,2025,241,1,0,1,1,53.22222222,76,south-oak-cliff-high-school-dallas-tx_vs_galena-park-north-shore-high-school-houston-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gam4d29797030,regular season,OK,apache-high-school-apache-ok,wilson-high-school-wilson-ok,9,73.73315273,20,4,8,2025,241,1,0,1,1,3,2,wilson-high-school-wilson-ok_vs_apache-high-school-apache-ok,0,Other
Football,8/29/2025 20:30,4,Varsity,gam5783f43535,regular season,TX,cedar-ridge-high-school-round-rock-tx,johnson-high-school-buda-tx,18,,20,4,8,2025,241,1,0,1,1,9.3125,,johnson-high-school-buda-tx_vs_cedar-ridge-high-school-round-rock-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gamcf101e8021,regular season,TN,gallatin-high-school-gallatin-tn,franklin-high-school-franklin-tn,9,38.29265809,20,4,8,2025,241,1,0,1,1,11.17647059,11.33333333,franklin-high-school-franklin-tn_vs_gallatin-high-school-gallatin-tn,1,TN
Football,8/29/2025 20:30,4,Varsity,gambafc2d5dcc,regular season,TX,byron-p-steele-high-school-cibolo-tx,liberty-hill-high-school-liberty-hill-tx,65,78.04758324,20,4,8,2025,241,1,0,1,1,27.6,62,liberty-hill-high-school-liberty-hill-tx_vs_byron-p-steele-high-school-cibolo-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gam8cb1c2bc89,regular season,TN,cookeville-high-school-cookeville-tn,franklin-road-academy-nashville-tn,21,72.02755423,20,4,8,2025,241,1,0,1,1,9.75,1.5,franklin-road-academy-nashville-tn_vs_cookeville-high-school-cookeville-tn,0,TN
Football,8/29/2025 20:30,4,Varsity,gam0c1da59654,regular season,TX,bowie-high-school-bowie-tx,callisburg-high-school-callisburg-tx,2,49.35047588,20,4,8,2025,241,1,0,1,1,3.777777778,8.666666667,callisburg-high-school-callisburg-tx_vs_bowie-high-school-bowie-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gamb8692993f3,regular season,CO,highlands-ranch-high-school-highlands-ranch-co,gateway-high-school-aurora-co,2,11.98283415,20,4,8,2025,241,1,0,1,1,3.5,6,gateway-high-school-aurora-co_vs_highlands-ranch-high-school-highlands-ranch-co,0,CO
Football,8/29/2025 20:30,4,Varsity,gamf00fd1b6a2,regular season,IL,metamora-high-school-metamora-il,sterling-high-school-sterling-il,49,71.70624202,20,4,8,2025,241,1,0,1,1,15.07692308,15,sterling-high-school-sterling-il_vs_metamora-high-school-metamora-il,1,IL
Football,8/29/2025 20:30,4,Varsity,game02189dbd7,regular season,TX,odonnell-high-school-odonnell-tx,petersburg-high-school-petersburg-tx,3,63.73316322,20,4,8,2025,241,1,0,1,1,1.5,2,petersburg-high-school-petersburg-tx_vs_odonnell-high-school-odonnell-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,gam2d64144ab3,regular season,TX,goldthwaite-high-school-goldthwaite-tx,junction-high-school-junction-tx,30,97.52258243,20,4,8,2025,241,1,0,1,1,5.666666667,13.5,junction-high-school-junction-tx_vs_goldthwaite-high-school-goldthwaite-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gam717a220f21,regular season,CO,valor-christian-high-school-highlands-ranch-co,regis-jesuit-high-school-aurora-co,27,8.787797437,20,4,8,2025,241,1,0,1,1,19.4,21.25,regis-jesuit-high-school-aurora-co_vs_valor-christian-high-school-highlands-ranch-co,1,CO
Football,8/29/2025 20:30,4,Varsity,gam20641c636e,regular season,IL,niles-north-high-school-skokie-il,evanston-township-high-school-evanston-il,14,2.888608939,20,4,8,2025,241,1,0,1,1,13.5,1,evanston-township-high-school-evanston-il_vs_niles-north-high-school-skokie-il,0,IL
Football,8/29/2025 20:30,4,Varsity,gamab74b91a41,regular season,WY,natrona-county-high-school-casper-wy,thunder-basin-high-school-gillette-wy,22,106.2027539,20,4,8,2025,241,1,0,1,1,11.85714286,7.705882353,thunder-basin-high-school-gillette-wy_vs_natrona-county-high-school-casper-wy,1,Other
Football,8/29/2025 20:30,4,Varsity,gam4c7df6a511,regular season,TX,ganado-high-school-ganado-tx,van-vleck-high-school-van-vleck-tx,39,37.96209321,20,4,8,2025,241,1,0,1,1,5.923076923,7.6,van-vleck-high-school-van-vleck-tx_vs_ganado-high-school-ganado-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,gamb883da428a,regular season,TX,van-alstyne-high-school-van-alstyne-tx,life-high-school-waxahachie-waxahachie-tx,7,69.14388052,20,4,8,2025,241,1,0,1,1,8.538461538,5.4,life-high-school-waxahachie-waxahachie-tx_vs_van-alstyne-high-school-van-alstyne-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gam5ca5087e9c,regular season,TX,texas-leadership-charter-academy-san-angelo-tx,balmorhea-high-school-balmorhea-tx,3,196.7791445,20,4,8,2025,241,1,0,1,1,,,balmorhea-high-school-balmorhea-tx_vs_texas-leadership-charter-academy-san-angelo-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gamee289699fb,regular season,TX,memorial-high-school-houston-houston-tx,seven-lakes-high-school-katy-tx,28,17.79694273,20,4,8,2025,241,1,0,1,1,5.35,6.909090909,seven-lakes-high-school-katy-tx_vs_memorial-high-school-houston-houston-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,gam1974b7b420,regular season,TX,bangs-high-school-bangs-tx,early-high-school-early-tx,11,11.74439702,20,4,8,2025,241,1,0,1,1,4.692307692,3.666666667,early-high-school-early-tx_vs_bangs-high-school-bangs-tx,0,TX
Football,8/29/2025 20:30,4,Varsity,gam2e3ea82e4a,regular season,TX,universidad-autonoma-de-nuevo-leon-montereymexico-tx,temple-high-school-temple-tx,36,,20,4,8,2025,241,1,0,1,1,12.30769231,8,temple-high-school-temple-tx_vs_universidad-autonoma-de-nuevo-leon-montereymexico-tx,1,TX
Football,8/29/2025 20:30,4,Varsity,gama0438710f1,regular season,TX,west-fork-high-school-houston-tx,james-earl-rudder-high-school-bryan-tx,18,,20,4,8,2025,241,1,0,1,1,15,2.25,james-earl-rudder-high-school-bryan-tx_vs_west-fork-high-school-houston-tx,0,TX
Football,8/29/2025 20:25,4,Varsity,gam49efc91021,regular season,TX,connally-high-school-waco-waco-tx,little-river-academy-little-river-tx,18,47.73718216,20,4,8,2025,241,1,0,1,1,12.28571429,5.25,little-river-academy-little-river-tx_vs_connally-high-school-waco-waco-tx,0,TX
Football,8/29/2025 20:25,4,Varsity,gam712369703d,regular season,TX,boys-ranch-high-school-boys-ranch-tx,silverton-high-school-silverton-tx,1,90.72456183,20,4,8,2025,241,1,0,1,1,2.454545455,3.4,silverton-high-school-silverton-tx_vs_boys-ranch-high-school-boys-ranch-tx,0,TX
Football,8/29/2025 20:15,4,Varsity,gam7eefb494b2,regular season,TX,canutillo-high-school-canutillo-tx,pebble-hills-high-school-el-paso-tx,7,23.00976015,20,4,8,2025,241,1,0,1,1,3.272727273,,pebble-hills-high-school-el-paso-tx_vs_canutillo-high-school-canutillo-tx,0,TX
Football,8/29/2025 20:15,4,Varsity,gam58c92168f8,regular season,TN,grace-christian-academy-franklin-tn,middle-tennessee-christian-school-murfreesboro-tn,11,32.21315201,20,4,8,2025,241,1,0,1,1,7.866666667,4.75,middle-tennessee-christian-school-murfreesboro-tn_vs_grace-christian-academy-franklin-tn,0,TN
Football,8/29/2025 20:15,4,Varsity,gam2005756fd1,regular season,LA,franklinton-high-school-franklinton-la,mandeville-high-school-mandeville-la,7,32.99793696,20,4,8,2025,241,1,0,1,1,10.85714286,4.428571429,mandeville-high-school-mandeville-la_vs_franklinton-high-school-franklinton-la,0,Other
Football,8/29/2025 20:15,4,Varsity,gam7e2e9685f2,regular season,TX,blum-high-school-blum-tx,coolidge-high-school-coolidge-tx,1,51.37416675,20,4,8,2025,241,1,0,1,1,2.666666667,2.5,coolidge-high-school-coolidge-tx_vs_blum-high-school-blum-tx,0,TX
Football,8/29/2025 20:15,4,Varsity,gam0357bfd464,regular season,IA,xavier-high-school-cedar-rapids-ia,north-scott-high-school-eldridge-ia,22,64.02212051,20,4,8,2025,241,1,0,1,1,12.30769231,16.33333333,north-scott-high-school-eldridge-ia_vs_xavier-high-school-cedar-rapids-ia,1,Other
Football,8/29/2025 20:15,4,Varsity,gamf47485ed8d,regular season,IL,freeport-high-school-freeport-il,boylan-catholic-high-school-rockford-il,17,27.92893932,20,4,8,2025,241,1,0,1,1,6.4375,5.888888889,boylan-catholic-high-school-rockford-il_vs_freeport-high-school-freeport-il,1,IL
Football,8/29/2025 20:07,4,Varsity,gama06d455e8b,regular season,VA,lake-taylor-high-school-norfolk-va,newport-news-public-schools-newport-new-va,2,,20,4,8,2025,241,1,0,1,1,,5.6,newport-news-public-schools-newport-new-va_vs_lake-taylor-high-school-norfolk-va,0,VA
Football,8/29/2025 20:00,4,Varsity,gam0294951797,regular season,MO,montgomery-county-high-school-montgomery-city-mo,hermann-high-school-hermann-mo,1,18.39502291,20,4,8,2025,241,1,0,1,1,2.571428571,,hermann-high-school-hermann-mo_vs_montgomery-county-high-school-montgomery-city-mo,0,Other
Football,8/29/2025 20:00,4,Varsity,game985579e3e,regular season,AL,central-high-school-tuscaloosa-tuscaloosa-al,calera-high-school-calera-al,2,45.82286079,20,4,8,2025,241,1,0,1,1,7.861111111,8.769230769,calera-high-school-calera-al_vs_central-high-school-tuscaloosa-tuscaloosa-al,1,AL
Football,8/29/2025 20:00,4,Varsity,gam7f3ae5936d,regular season,TX,atascocita-high-school-humble-tx,lamar-high-school-houston-houston-tx,48,22.48467151,20,4,8,2025,241,1,0,1,1,6,46.5625,lamar-high-school-houston-houston-tx_vs_atascocita-high-school-humble-tx,0,TX
Football,8/29/2025 20:00,4,Varsity,gam0ae4d32ea5,regular season,AL,arab-high-school-arab-al,cherokee-county-high-school-centre-al,26,48.78153726,20,4,8,2025,241,1,0,1,1,10.11764706,14.26666667,cherokee-county-high-school-centre-al_vs_arab-high-school-arab-al,0,AL
Football,8/29/2025 20:00,4,Varsity,gamc1df5a64ad,regular season,IL,taylorville-high-school-taylorville-il,east-richland-high-school-olney-il,6,87.32860381,20,4,8,2025,241,1,0,1,1,3.666666667,6.333333333,east-richland-high-school-olney-il_vs_taylorville-high-school-taylorville-il,0,IL
Football,8/29/2025 20:00,4,Varsity,gam666128b2a7,regular season,AL,boaz-high-school-boaz-al,albertville-high-school-albertville-al,31,4.123078337,20,4,8,2025,241,1,0,1,1,12.0625,12,albertville-high-school-albertville-al_vs_boaz-high-school-boaz-al,1,AL
Football,8/29/2025 20:00,4,Varsity,gam0009914dde,regular season,TX,lubbock-christian-school-lubbock-tx,winkloving-high-school-wink-tx,12,144.0192053,20,4,8,2025,241,1,0,1,1,3.727272727,5.857142857,winkloving-high-school-wink-tx_vs_lubbock-christian-school-lubbock-tx,0,TX
Football,8/29/2025 20:00,4,Varsity,gam905d5fb5a4,regular season,AL,pleasant-valley-high-school-jacksonville-al,spring-garden-high-school-spring-garden-al,6,17.1314039,20,4,8,2025,241,1,0,1,1,4.076923077,3.25,spring-garden-high-school-spring-garden-al_vs_pleasant-valley-high-school-jacksonville-al,1,AL
Football,8/29/2025 20:00,4,Varsity,gam75d9c7712a,regular season,CO,greeley-west-high-school-greeley-co,montrose-high-school-montrose-co,37,213.8914583,20,4,8,2025,241,1,0,1,1,29,3.2,montrose-high-school-montrose-co_vs_greeley-west-high-school-greeley-co,0,CO
Football,8/29/2025 20:00,4,Varsity,gam5d8433a255,regular season,IN,hobart-high-school-hobart-in,portage-high-school-portage-in,2,4.048976551,20,4,8,2025,241,1,0,1,1,5.9,2.333333333,portage-high-school-portage-in_vs_hobart-high-school-hobart-in,0,Other
Football,8/29/2025 20:00,4,Varsity,game117e8d9b8,regular season,IL,kaneland-high-school-maple-park-il,rock-island-high-school-rock-island-il,15,109.0068561,20,4,8,2025,241,1,0,1,1,9,6.333333333,rock-island-high-school-rock-island-il_vs_kaneland-high-school-maple-park-il,0,IL
Football,8/29/2025 20:00,4,Varsity,gam95bcd5286b,regular season,WI,kaukauna-high-school-kaukauna-wi,west-de-pere-high-school-de-pere-wi,78,15.53063768,20,4,8,2025,241,1,0,1,1,17.91666667,51,west-de-pere-high-school-de-pere-wi_vs_kaukauna-high-school-kaukauna-wi,1,Other
Football,8/29/2025 20:00,4,Varsity,gam6b0e37dfb0,regular season,AL,goshen-high-school-goshen-al,alabama-christian-academy-montgomery-al,2,46.36233012,20,4,8,2025,241,1,0,1,1,6.571428571,6.714285714,alabama-christian-academy-montgomery-al_vs_goshen-high-school-goshen-al,0,AL
Football,8/29/2025 20:00,4,Varsity,gam2fa9b5de9f,regular season,WI,wittenbergbirnamwood-high-school-wittenberg-wi,tomahawk-high-school-tomahawk-wi,3,51.68450568,20,4,8,2025,241,1,0,1,1,5.076923077,10,tomahawk-high-school-tomahawk-wi_vs_wittenbergbirnamwood-high-school-wittenberg-wi,0,Other
Football,8/29/2025 20:00,4,Varsity,gamde9afd7f46,regular season,TX,jesuit-college-prep-school-dallas-tx,hebron-high-school-carrollton-tx,11,8.472997362,20,4,8,2025,241,1,0,1,1,9.260869565,11.21428571,hebron-high-school-carrollton-tx_vs_jesuit-college-prep-school-dallas-tx,1,TX
Football,8/29/2025 20:00,4,Varsity,gam9a63cc8880,regular season,IL,knoxville-high-school-knoxville-il,elmwood-high-school-elmwood-il,10,18.17691538,20,4,8,2025,241,1,0,1,1,6.166666667,4.6,elmwood-high-school-elmwood-il_vs_knoxville-high-school-knoxville-il,1,IL
Football,8/29/2025 20:00,4,Varsity,gam2b34880edc,regular season,SD,madison-high-school-madison-sd,belle-fourche-high-school-belle-fourche-sd,1,335.9035765,20,4,8,2025,241,1,0,1,1,2.428571429,3.5,belle-fourche-high-school-belle-fourche-sd_vs_madison-high-school-madison-sd,0,Other
Football,8/29/2025 20:00,4,Varsity,gamac48f27162,regular season,AL,douglas-high-school-castle-rock-al,susan-moore-high-school-blountsville-al,6,9.035997159,20,4,8,2025,241,1,0,1,1,5.857142857,5.3,susan-moore-high-school-blountsville-al_vs_douglas-high-school-castle-rock-al,1,AL
Football,8/29/2025 20:00,4,Varsity,game43103d881,regular season,AL,mcadory-high-school-mccalla-al,helena-high-school-helena-al,22,8.494321276,20,4,8,2025,241,1,0,1,1,16.43478261,11.69230769,helena-high-school-helena-al_vs_mcadory-high-school-mccalla-al,0,AL
Football,8/29/2025 20:00,4,Varsity,gamf781d67565,regular season,AL,elkmont-high-school-elkmont-al,lexington-high-school-lexington-al,1,23.03151652,20,4,8,2025,241,1,0,1,1,5.583333333,5,lexington-high-school-lexington-al_vs_elkmont-high-school-elkmont-al,1,AL
Football,8/29/2025 20:00,4,Varsity,gama21af636cf,regular season,IA,woodbury-central-high-school-moville-ia,lawtonbronson-high-school-lawton-ia,20,5.480740077,20,4,8,2025,241,1,0,1,1,4.6,10.33333333,lawtonbronson-high-school-lawton-ia_vs_woodbury-central-high-school-moville-ia,1,Other
Football,8/29/2025 20:00,4,Varsity,gam5fc327d71d,regular season,AL,ohatchee-high-school-ohatchee-al,locust-fork-high-school-locust-fork-al,7,36.36042728,20,4,8,2025,241,1,0,1,1,4.846153846,10.36363636,locust-fork-high-school-locust-fork-al_vs_ohatchee-high-school-ohatchee-al,0,AL
Football,8/29/2025 20:00,4,Varsity,gam4231a39363,regular season,IL,st-teresa-catholic-high-school-decatur-il,urbana-high-school-urbana-il,18,42.5484367,20,4,8,2025,241,1,0,1,1,2.4,10.5,urbana-high-school-urbana-il_vs_st-teresa-catholic-high-school-decatur-il,0,IL
Football,8/29/2025 20:00,4,Varsity,gamf48009520f,regular season,AL,robert-e-lee-high-school-montgomery-al,carvermontgomery-high-school-montgomery-al,35,3.696231743,20,4,8,2025,241,1,0,1,1,25.15384615,8.846153846,carvermontgomery-high-school-montgomery-al_vs_robert-e-lee-high-school-montgomery-al,1,AL
Football,8/29/2025 20:00,4,Varsity,gam91e2edb325,regular season,TN,nolensville-high-school-nolensville-tn,summit-high-school-spring-hill-tn,4,17.10790884,20,4,8,2025,241,1,0,1,1,8.538461538,7.25,summit-high-school-spring-hill-tn_vs_nolensville-high-school-nolensville-tn,1,TN
Football,8/29/2025 20:00,4,Varsity,gam05c48ee7da,regular season,IL,princeton-high-school-princeton-il,newman-central-catholic-high-school-sterling-il,60,32.68810572,20,4,8,2025,241,1,0,1,1,8.833333333,21.44444444,newman-central-catholic-high-school-sterling-il_vs_princeton-high-school-princeton-il,1,IL
Football,8/29/2025 20:00,4,Varsity,gam7adf459a65,regular season,TX,foster-high-school-richmond-tx,lamar-randle-high-school-lamar-tx,47,,20,4,8,2025,241,1,0,1,1,6.166666667,11.66666667,lamar-randle-high-school-lamar-tx_vs_foster-high-school-richmond-tx,0,TX
Football,8/29/2025 20:00,4,Varsity,gam16e7d5a82d,regular season,TX,grand-oaks-high-school-spring-tx,spring-high-school-spring-tx,21,6.251699816,20,4,8,2025,241,1,0,1,1,6.923076923,4.6,spring-high-school-spring-tx_vs_grand-oaks-high-school-spring-tx,0,TX
Football,8/29/2025 20:00,4,Varsity,gam2f7b883998,regular season,TX,grandfallsroyalty-high-school-grandfalls-tx,water-valley-high-school-water-valley-tx,6,127.7340879,20,4,8,2025,241,1,0,1,1,3.272727273,1.5,water-valley-high-school-water-valley-tx_vs_grandfallsroyalty-high-school-grandfalls-tx,0,TX
Football,8/29/2025 20:00,4,Varsity,gam0791c30b75,regular season,TN,maplewood-comprehensive-high-school-nashville-tn,goodpasture-christian-school-madison-tn,8,1.28867686,20,4,8,2025,241,1,0,1,1,10.25,1.142857143,goodpasture-christian-school-madison-tn_vs_maplewood-comprehensive-high-school-nashville-tn,0,TN
Football,8/29/2025 20:00,4,Varsity,gam785ed44828,regular season,TX,denton-high-school-denton-tx,lake-dallas-high-school-lake-dallas-tx,2,7.920800257,20,4,8,2025,241,1,0,1,1,5.538461538,5.923076923,lake-dallas-high-school-lake-dallas-tx_vs_denton-high-school-denton-tx,1,TX
Football,8/29/2025 20:00,4,Varsity,gameca583f24e,regular season,TX,alpine-high-school-alpine-tx,wellington-high-school-wellington-tx,2,368.7583476,20,4,8,2025,241,1,0,1,1,5.333333333,5.5,wellington-high-school-wellington-tx_vs_alpine-high-school-alpine-tx,1,TX
Football,8/29/2025 20:00,4,Varsity,gam17ae4e2058,regular season,MS,enterprise-hs-enterprise-ms,stringer-hs-stringer-ms,5,33.11329377,20,4,8,2025,241,1,0,1,1,3.454545455,6.5,stringer-hs-stringer-ms_vs_enterprise-hs-enterprise-ms,1,Other
Football,8/29/2025 20:00,4,Varsity,game9ad2b3f0c,regular season,TX,denton-high-school-denton-tx,lake-dallas-high-school-lake-dallas-tx,16,7.920800257,20,4,8,2025,241,1,0,1,1,5.285714286,5.642857143,lake-dallas-high-school-lake-dallas-tx_vs_denton-high-school-denton-tx,1,TX
Football,8/29/2025 20:00,4,Varsity,gamc062931024,regular season,TX,dayton-high-school-dayton-tx,crosby-high-school-crosby-tx,36,15.24297936,20,4,8,2025,241,1,0,1,1,10.8125,4.4,crosby-high-school-crosby-tx_vs_dayton-high-school-dayton-tx,0,TX
Football,8/29/2025 20:00,4,Varsity,gam23af243dfd,regular season,TX,jesuit-college-prep-school-dallas-tx,hebron-high-school-carrollton-tx,23,8.472997362,20,4,8,2025,241,1,0,1,1,9.333333333,11.2,hebron-high-school-carrollton-tx_vs_jesuit-college-prep-school-dallas-tx,1,TX
Football,8/29/2025 20:00,4,Varsity,gam992c9135ee,regular season,AL,tr-miller-high-school-brewton-al,straughn-high-school-andalusia-al,31,42.38413474,20,4,8,2025,241,1,0,1,1,6.846153846,14.625,straughn-high-school-andalusia-al_vs_tr-miller-high-school-brewton-al,0,AL
Football,8/29/2025 20:00,4,Varsity,gam5251d5a10d,regular season,AL,hewitttrussville-high-school-trussville-al,gadsden-city-high-school-gadsden-al,9,39.05458751,20,4,8,2025,241,1,0,1,1,17.85,17.12,gadsden-city-high-school-gadsden-al_vs_hewitttrussville-high-school-trussville-al,1,AL
Football,8/29/2025 20:00,4,Varsity,gam846641afd4,regular season,TN,rossview-high-school-clarksville-tn,kirkwood-high-school-clarksville-tn,12,,20,4,8,2025,241,1,0,1,1,3.25,4.5,kirkwood-high-school-clarksville-tn_vs_rossview-high-school-clarksville-tn,0,TN
Football,8/29/2025 20:00,4,Varsity,gamaedc3023ed,regular season,AL,geneva-high-school-geneva-al,wicksburg-high-school-houston-al,3,19.27614624,20,4,8,2025,241,1,0,1,1,8.833333333,5.5,wicksburg-high-school-houston-al_vs_geneva-high-school-geneva-al,0,AL
Football,8/29/2025 20:00,4,Varsity,gam31f9e68edf,regular season,IL,new-berlin-high-school-new-berlin-il,pleasant-plains-high-school-pleasant-plains-il,15,10.2720912,20,4,8,2025,241,1,0,1,1,6.153846154,8.5,pleasant-plains-high-school-pleasant-plains-il_vs_new-berlin-high-school-new-berlin-il,1,IL
Football,8/29/2025 20:00,4,Varsity,gamdbe6639f78,regular season,TX,arlington-bowie-high-school-arlington-tx,flower-mound-high-school-flower-mound-tx,18,25.61243837,20,4,8,2025,241,1,0,1,1,7.875,7.5,flower-mound-high-school-flower-mound-tx_vs_arlington-bowie-high-school-arlington-tx,1,TX
Football,8/29/2025 20:00,4,Varsity,gam78460ffc35,regular season,AL,jackson-high-school-stevenson-al,demopolis-high-school-demopolis-al,118,65.43868869,20,4,8,2025,241,1,0,1,1,12.71428571,72.91666667,demopolis-high-school-demopolis-al_vs_jackson-high-school-stevenson-al,1,AL
Football,8/29/2025 20:00,4,Varsity,gamf8317e1a62,regular season,AL,rehobeth-high-school-dothan-al,carroll-high-school-ozark-al,14,25.4042024,20,4,8,2025,241,1,0,1,1,8.7,5.2,carroll-high-school-ozark-al_vs_rehobeth-high-school-dothan-al,1,AL
Football,8/29/2025 20:00,4,Varsity,gama7ba10558f,regular season,TX,bynum-high-school-bynum-tx,kopperl-high-school-kopperl-tx,1,30.20882294,20,4,8,2025,241,1,0,1,1,1.5,1,kopperl-high-school-kopperl-tx_vs_bynum-high-school-bynum-tx,1,TX
